group_id,timestamp,path_choice,intersect_radius,intersect_centers_x,intersect_centers_y,obstacle_x,obstacle_y,velocity_x,velocity_y,odom_vel,main_path_length,alternative_path_length,direction,collision,obstacle_pos_category,obstacle_vel_category,robot_pos_x,robot_pos_y
7,1903.62,1,0.1778682172298431,0.1721800952445619,0.0,0.2431163402101459,-0.0572920878980915,-0.1406022160461796,0.0953822377779388,-0.1157292127609252,3.2517130374908447,3.279545307159424,False,False,LEICHT_RECHTS,LINKS_ZUKOMMEND,0.000757219156291418,0.00054410072766494
7,1906.01,0,0.3819784820079803,0.2866248883516645,-3.469446951953614e-18,0.2565016166611281,0.0010188285764245,-0.0172738075926512,-0.07698032204338,0.0673859119415283,3.25927472114563,3.19627046585083,False,False,AUF_PFAD,RECHTS_ZUKOMMEND,0.000909444111586432,-0.000379335000352345
8,2069.6,1,0.1656553596258163,0.1329469072972894,0.0,0.2930219264180096,-0.0666185442277283,-0.0062172042020766,0.0129157580678613,-0.1033484637737274,2.5021913051605225,118.86578369140624,True,False,LEICHT_RECHTS,STATIONAER,0.00061629737808742,-0.000608513684181598
8,2070.31,1,0.1656553596258163,0.1329469072972894,0.0,0.2930219264180096,-0.0666185442277283,-0.0062172042020766,0.0129157580678613,-0.0039807306602597,2.539788246154785,2.577044486999512,True,False,LEICHT_RECHTS,STATIONAER,0.0000465297740738181,-0.000605104762137297
8,2071.11,1,0.1656553596258163,0.1329469072972894,0.0,0.2930219264180096,-0.0666185442277283,-0.0062172042020766,0.0129157580678613,-0.1072669550776481,2.5311245918273926,2.5763018131256104,True,True,LEICHT_RECHTS,STATIONAER,0.000116187325692724,0.0000951839128298839
9,2134.18,1,0.158717542886734,0.1649928778555719,0.0,0.332839045001886,0.0348565075790085,0.0005220427065354,-0.0001331810456947,-0.0087896445766091,2.0991313457489014,118.93739318847656,False,False,LEICHT_LINKS,STATIONAER,0.000662378872845209,-0.000732172706633097
9,2137.49,1,0.3708868324756622,0.1432358084247242,-4.336808689942019e-19,0.2799213808380383,0.0365411135894348,-0.0289129672340264,0.0169758531251363,-0.0240317955613136,2.296518325805664,2.5500717163085938,False,False,LEICHT_LINKS,STATIONAER,-0.00038145956167083,0.000775052449840148
9,2143.86,1,0.343546986579895,0.2751711965683909,1.3877787807814457e-17,0.2844795906994744,0.033369627126803,-0.0315319336360479,-0.0081922554768047,0.1090466976165771,1.9226263761520384,2.9448492527008057,False,True,LEICHT_LINKS,STATIONAER,-0.000513031306079906,-0.000754320564285515
10,2266.54,1,0.1616583168506622,0.5457004528345084,5.551115123125783e-17,0.5821304117166846,0.0192317790320495,0.1078047351034734,0.0359523066290014,0.1145154237747192,3.142272472381592,3.471578598022461,False,False,AUF_PFAD,GERADE_WEGFAHREND,-0.00069971713168086,0.000424446046181346
10,2272.61,1,0.2444678395986557,0.3989231176352352,0.0,0.4974363012412205,-0.0616019197688842,0.0301094787276171,-0.0156642541923053,0.005434903781861,3.1690142154693604,3.6983680725097656,False,False,LEICHT_RECHTS,STATIONAER,-0.000660461640411934,-0.000643437849371444
10,2275.44,1,0.2025117725133896,0.2723482492633477,0.0,0.3760878248944887,-0.0214379361814644,0.0284853350194354,-0.057178875442771,0.1237071231007576,2.835865259170532,2.833815813064575,False,False,LEICHT_RECHTS,RECHTS_WEGFAHREND,-0.000549723686370042,0.0007906819497816
12,2502.5,1,0.5690087676048279,0.2161003682758568,0.0,0.2854064911477436,-0.0486900409489415,0.0549909121139873,0.0744981539762898,-0.0924777910113334,5.06966495513916,6.09874439239502,True,False,LEICHT_RECHTS,LINKS_WEGFAHREND,0.000926173374066594,-0.000984216845886939
12,2502.5,1,0.5690087676048279,0.2161003682758568,0.0,0.2854064911477436,-0.0486900409489415,0.0549909121139873,0.0744981539762898,-0.0924777910113334,5.06966495513916,6.09874439239502,True,False,LEICHT_RECHTS,LINKS_WEGFAHREND,-0.000941406326448092,0.000573234095354041
12,2502.82,1,0.5690087676048279,0.2161003682758568,0.0,0.2854064911477436,-0.0486900409489415,0.0549909121139873,0.0744981539762898,0.0935121700167656,5.17189359664917,5.070296287536621,True,True,LEICHT_RECHTS,LINKS_WEGFAHREND,0.000326550549357514,-0.000160798830712618
13,2635.96,1,0.5354090929031372,1.074266874369565,0.0,1.1774343227045414,0.0185689628027178,-0.0748557353382054,-0.0026842314461158,0.138242557644844,5.229741096496582,5.271162509918213,False,False,AUF_PFAD,GERADE_ZUKOMMEND,-0.000705762461371759,-0.000682275909001034
13,2638.33,1,0.2252961993217468,0.3847728192917659,0.0,0.5833524300480222,-0.0097635203597226,-0.0912494683282852,0.014857756413173,0.1205478757619857,5.021582126617432,118.64190673828124,False,False,AUF_PFAD,GERADE_ZUKOMMEND,-0.000217153065580369,0.00000346951207052691
13,2639.52,0,0.2185516059398651,0.2591785219059196,0.0,0.414481618567533,0.0659275473218726,-0.0782743538511006,-0.0075270308786454,0.1107964590191841,4.896261692047119,4.870463848114014,False,True,LEICHT_LINKS,GERADE_ZUKOMMEND,-0.000790956361231286,-0.000370332326809596
14,2759.6,0,0.1533554047346115,0.3004183624571891,-3.469446951953614e-18,0.4992204114034418,-0.0355013168201034,-0.0908737932314866,-0.0298293639980155,-0.0848145931959152,3.337106466293335,3.610939025878906,True,False,LEICHT_RECHTS,GERADE_ZUKOMMEND,-0.000402990077584711,-0.000231058140815244
14,2760.81,0,0.216927021741867,0.2454209879747492,0.0,0.3653207736544294,-0.0341188173461333,-0.069025337915886,-0.0356855100908506,-0.1128453090786933,2.9663305282592773,2.9663305282592773,True,False,LEICHT_RECHTS,RECHTS_ZUKOMMEND,-0.000760261057981405,0.000750124542077418
14,2762.16,0,0.3134773969650268,0.2637057925722237,-1.3877787807814457e-17,0.3013774853921204,-0.0224491218914055,-0.0017550484315019,-0.0119099222548447,0.1117867454886436,3.139004945755005,4.1249098777771,True,True,LEICHT_RECHTS,STATIONAER,0.000255813820402318,-0.000500273801639377
15,2880.56,1,0.1924404948949813,0.1189426279464649,-6.938893903907228e-18,0.2471363421576523,0.1184854852397652,0.0400637224380672,-0.0133947160589898,0.1212544664740562,2.824841022491455,3.4586997032165527,False,False,LINKS,STATIONAER,-0.000979788215146378,-0.000321935474636511
15,2883.71,1,0.1924404948949813,0.1189426279464649,-6.938893903907228e-18,0.2471363421576523,0.1184854852397652,0.0400637224380672,-0.0133947160589898,0.0642623156309127,2.8233704566955566,2.8233704566955566,False,False,LINKS,STATIONAER,-0.000717704312667252,0.000656723838889817
15,2887.28,1,0.3328476250171661,0.1807136023558915,0.0,0.1961743091682176,0.0212583196108888,-0.0331003140356999,-0.0549124385641326,0.0369727574288845,3.0583791732788086,3.0583791732788086,False,True,LEICHT_LINKS,RECHTS_ZUKOMMEND,0.000324920534184995,-0.000664401082653065
17,3072.77,0,0.2935060560703277,0.2046404205217437,-1.3877787807814457e-17,0.2724866356278106,0.017220736624527,-0.0177417893895,-0.0946247226367827,0.0064636236056685,3.3845934867858887,3.766080141067505,True,False,LEICHT_LINKS,RECHTS_ZUKOMMEND,-0.00047000062431127,-0.000562839988192388
17,3073.42,0,0.273720771074295,0.2251886904951948,0.0,0.275295391417078,0.0176490836890069,0.0006869659457002,-0.0988875223509236,0.0121341766789555,3.40584397315979,3.283843755722046,True,False,LEICHT_LINKS,RECHTS_WEGFAHREND,-0.000157729439691934,0.000740430189632981
17,3074.03,0,0.3185742795467376,0.2386138374942974,0.0,0.2786836021005944,-0.0082153351917774,0.0359288857060755,-0.095367232676436,0.1145297288894653,3.3634228706359863,3.2431657314300537,True,True,AUF_PFAD,RECHTS_WEGFAHREND,-0.00083978166886395,-0.000912852920664628
18,3221.11,0,0.295150876045227,0.2131002312644224,0.0,0.2266807673646498,-0.0013473343566193,-0.0104624919090673,0.0112438845928718,-0.0439674034714698,3.591961622238159,4.640696048736572,True,False,AUF_PFAD,STATIONAER,0.000396770016951421,-0.000183462467130397
18,3224.53,0,0.3043247759342193,0.5240837470779403,-2.775557561562892e-17,0.5338870159428171,-0.0304212019089474,0.0118884411138601,0.0044391252735609,0.0329757221043109,3.6549489498138414,4.610548973083496,True,False,LEICHT_RECHTS,STATIONAER,-0.000760538632931488,-0.000391704893820051
18,3225.76,0,0.3275740146636963,0.5013354983850584,0.0,0.4966703200811466,-0.0008269370367499,-0.0181671834109716,-0.0106166686031107,-0.109856829047203,3.5949747562408447,4.775779724121094,True,False,AUF_PFAD,STATIONAER,0.000508763223651499,0.000326899887605111
19,3341.77,0,0.1849638372659683,0.4587646755724167,2.775557561562892e-17,0.556375689240235,-0.1205092973203732,-0.0829107835967088,0.1653851952538892,-0.106876328587532,5.127684593200684,5.377933979034424,False,False,LEICHT_RECHTS,LINKS_ZUKOMMEND,0.000328862715881672,0.0000190828365144757
19,3341.77,0,0.1849638372659683,0.4587646755724167,2.775557561562892e-17,0.556375689240235,-0.1205092973203732,-0.0829107835967088,0.1653851952538892,-0.106876328587532,5.127684593200684,5.377933979034424,False,False,LEICHT_RECHTS,LINKS_ZUKOMMEND,-0.000168520919684334,0.000610361347114578
19,3345.37,0,0.3110523819923401,0.3463206191769101,0.0,0.3389455807029847,-0.0006413926382456,0.0038907567998795,0.0049183702829982,0.0040508103556931,5.29246997833252,5.653259754180908,False,True,AUF_PFAD,STATIONAER,-0.000897091793378207,0.000289644975539145
20,3401.37,0,0.2712214589118957,0.1675408243338222,0.0,0.2661069473423124,0.0082588553748185,-0.072550218809684,-0.0261617293256131,0.0496465638279914,4.692903995513916,118.84528350830078,True,False,AUF_PFAD,GERADE_ZUKOMMEND,-0.000121333407619593,-0.00098632524211374
20,3403.79,0,0.2574719786643982,0.2186755343883177,6.938893903907228e-18,0.2846654226263789,0.0469792438034959,0.0286903332215849,-0.0590455217314036,0.1001968458294868,4.775442123413086,5.329078674316406,True,False,LEICHT_LINKS,RECHTS_WEGFAHREND,0.000100508927386343,0.000905858315880149
20,3405.84,0,0.2574719786643982,0.2186755343883177,6.938893903907228e-18,0.2846654226263789,0.0469792438034959,0.0286903332215849,-0.0590455217314036,0.1242269203066825,4.395496368408203,4.390957355499268,True,True,LEICHT_LINKS,RECHTS_WEGFAHREND,0.0000160661308102141,-0.000496281949835749
21,3452.23,0,0.2536241114139557,0.0310452352055042,4.336808689942019e-19,-0.0696381945972485,0.2073642357680784,0.036339909099065,-0.0498927435673052,0.1215478256344795,4.159691333770752,4.159691333770752,True,False,LINKS,RECHTS_WEGFAHREND,0.000452574749950998,0.000569314138571753
21,3459.5,0,0.2747214734554291,0.4001335527431179,0.0,0.415857445820712,0.0065611403595637,0.0010276231086973,-0.0059370391677072,-0.0796850845217704,4.00210428237915,5.0239081382751465,True,False,AUF_PFAD,STATIONAER,0.000280649395713714,-0.000353758471635739
21,3461.35,0,0.2492289096117019,0.1828578055023775,0.0,0.2067679842956745,-0.0695887775215527,-0.0868611422415537,0.130861514550216,0.0377583280205726,3.88273024559021,5.32623291015625,True,True,LEICHT_RECHTS,LINKS_ZUKOMMEND,0.000996545111694367,0.000681025199835802
22,3716.0,0,0.3115984499454498,0.3276981062954609,0.0,0.3423967718707755,0.0103942886042548,0.0214748592686976,-0.0140476180241119,-0.0651681050658226,3.5225954055786133,118.6327133178711,True,False,AUF_PFAD,STATIONAER,-0.0000416691824521349,0.000375958675962545
22,3721.63,0,0.2754639685153961,0.3135375632712087,0.0,0.3462230026153126,-0.022147130812077,0.0246046709775416,0.0026541814327191,-0.0777978152036666,3.566636085510254,4.216650009155273,True,False,LEICHT_RECHTS,STATIONAER,-0.000130813869282697,-0.000600405024300975
22,3725.38,0,0.1638393700122833,0.2308816251088485,0.0,0.3273978763548494,-0.0448210285058639,-0.0368456310159447,-0.0481524926159694,-0.1201604530215263,3.4166500568389893,4.425960063934326,True,False,LEICHT_RECHTS,RECHTS_ZUKOMMEND,0.000431056466992997,0.000326460119475404
23,3775.08,0,0.2638663947582245,0.1312193976892228,8.673617379884035e-19,0.2069389259873979,-0.0698308011996367,-0.0782207215399524,-0.0186180395091214,0.0419090054929256,3.267439603805542,118.83972930908205,True,False,LEICHT_RECHTS,GERADE_ZUKOMMEND,0.000296616570893266,-0.000433572240905295
23,3775.62,0,0.2384346276521682,0.1919999653150353,-1.3877787807814457e-17,0.2279666681325333,-0.0711932020775544,0.001089095171294,-0.0065764382048363,-0.034280702471733,3.275939702987671,3.683046579360962,True,False,LEICHT_RECHTS,STATIONAER,-0.000748409396653806,-0.000111454119851969
23,3776.48,0,0.212669238448143,0.2221535071039512,0.0,0.3093148565451364,-0.08783722547584,0.0329014262993696,0.016070295063303,-0.1095542833209037,3.30244517326355,3.170683145523072,True,True,LEICHT_RECHTS,STATIONAER,0.000428154435484427,0.000285316425621529
25,4022.84,1,0.1836511194705963,0.1090686142516844,0.0,0.2206690538533995,0.0950745162844932,-0.0197258302733113,-0.0310144181907961,-0.088745929300785,2.6657803058624268,3.18054747581482,False,False,LINKS,STATIONAER,0.000271314515742978,-0.000818266597457229
25,4022.94,0,0.1836511194705963,0.1090686142516844,0.0,0.2206690538533995,0.0950745162844932,-0.0197258302733113,-0.0310144181907961,-0.0744515508413314,2.671783447265625,2.671783447265625,False,False,LINKS,STATIONAER,0.00043804084297234,0.000381550720751535
25,4025.34,1,0.1520748138427734,0.1218943782055811,0.0,0.3122708287815759,0.046428132281943,0.0132072763383088,-0.0378288105575745,-0.033247485756874,2.6891372203826904,2.6376194953918457,False,True,LEICHT_LINKS,STATIONAER,0.000842249188336175,0.000934089826348366
26,4082.43,0,0.2209255695343017,0.3522833088583739,0.0,0.4607590103566171,-0.0345255022974861,-0.0340943424412749,0.0064962779200364,0.1016677767038345,3.0466322898864746,3.3040149211883545,True,False,LEICHT_RECHTS,STATIONAER,0.000182513319285938,-0.000319571070451604
26,4084.37,0,0.3533326089382171,0.2300322275627238,-1.3877787807814457e-17,0.1967833234168042,-0.0257429302255841,-0.0740456833823354,-0.0039114701064004,-0.1119869351387023,2.8673901557922363,119.16346740722656,True,False,LEICHT_RECHTS,GERADE_ZUKOMMEND,0.000680963449947675,-0.000847828757467682
26,4085.74,0,0.2918732464313507,0.2713278162453861,2.775557561562892e-17,0.2943199391676868,0.0150133891334437,-0.0206643967891692,-0.0006052231882805,0.0280175097286701,2.980722665786743,118.96629333496094,True,True,LEICHT_LINKS,STATIONAER,0.000807998204468565,0.000437166507544645
27,4155.57,1,0.2743942439556122,0.2021850498990824,-6.938893903907228e-18,0.2312658127144288,-0.0328574077064435,-0.0169673640651264,-0.0074333957889221,-0.0041719884611666,2.2180960178375244,118.59426879882812,False,False,LEICHT_RECHTS,STATIONAER,0.000447713742416497,-0.000290370873530573
27,4158.23,1,0.2743942439556122,0.2021850498990824,-6.938893903907228e-18,0.2312658127144288,-0.0328574077064435,-0.0169673640651264,-0.0074333957889221,-0.0452304184436798,2.229515790939331,2.229515790939331,False,False,LEICHT_RECHTS,STATIONAER,0.00092241204357675,0.00000128065167075641
27,4161.28,1,0.2701605558395386,0.3981943097361862,-2.775557561562892e-17,0.5291270234364447,-0.0113444140804142,0.0401175401630224,-0.0133375124825703,-0.1058065220713615,2.2643887996673584,2.882286548614502,False,True,AUF_PFAD,STATIONAER,0.000669526351505884,0.000692831754040687
28,4235.96,0,0.1836180984973907,0.5422779401244475,0.0,0.7093376299243017,0.0159283968003715,-0.0458377606418051,-0.0055192406739584,0.0960832089185714,5.1899495124816895,5.1899495124816895,False,False,AUF_PFAD,STATIONAER,-0.00047831996044092,0.000574096423631826
28,4236.98,0,0.312964916229248,0.5902959744436083,0.0,0.6017500438311317,0.0193541718499147,-0.0800028647193965,-0.0037848050592581,0.0223221499472856,5.281371116638184,5.356036186218262,False,False,AUF_PFAD,GERADE_ZUKOMMEND,-0.000919938244328336,0.000358163151343252
28,4238.77,0,0.1664310544729232,0.0917447326424744,0.0,0.1768871439791237,-0.1411164286278027,-0.1746768227749452,0.256350651406645,0.1239659637212753,5.018914222717285,5.247634410858154,False,True,RECHTS,LINKS_ZUKOMMEND,0.000375193797023736,0.000455980726952704
29,4292.88,0,0.2932643890380859,0.3845253792562418,0.0,0.6340998766276625,-0.0768278545526921,-0.0232097902773404,0.0285199867869433,0.0646216496825218,5.575624942779541,118.67440032958984,False,False,LEICHT_RECHTS,STATIONAER,-0.000275406543786347,-0.00068805402418405
29,4293.8,0,0.2932643890380859,0.3845253792562418,0.0,0.6340998766276625,-0.0768278545526921,-0.0232097902773404,0.0285199867869433,0.1211471334099769,5.375959396362305,5.404308319091797,False,False,LEICHT_RECHTS,STATIONAER,-0.000201279919355799,0.000634383618000107
29,4295.0,0,0.2932643890380859,0.3845253792562418,0.0,0.6340998766276625,-0.0768278545526921,-0.0232097902773404,0.0285199867869433,0.1205787360668182,5.185351848602295,5.112287998199463,False,True,LEICHT_RECHTS,STATIONAER,-0.000385151332658883,-0.00000326180411268145
34,4834.02,1,0.2128938883543014,0.1864160773692157,0.0,0.3313912453908515,-0.0613296812231837,-0.0659791086167204,0.0051307249199129,-0.1073633804917335,1.325530767440796,1.6282418966293335,False,False,LEICHT_RECHTS,GERADE_ZUKOMMEND,-0.0000592960169109224,0.000523333890881783
34,4835.63,1,0.2420691549777984,0.165228297131747,0.0,0.2525792303051533,-0.0472612361658594,-0.0416514281649854,0.0060407649759146,-0.0503400340676307,1.6724815368652344,1.6639777421951294,False,False,LEICHT_RECHTS,STATIONAER,-0.000605622509950777,0.000889947219814954
34,4837.44,0,0.1742426007986068,0.3233976136907672,0.0,0.5427785489456465,-0.0667892182709991,0.1742942867658279,0.1121794527023953,-0.1252244114875793,1.5514330863952637,118.76529693603516,False,True,LEICHT_RECHTS,LINKS_WEGFAHREND,-0.000394989147599962,0.00061791301157526
35,4908.08,1,0.2880710661411285,0.2348935307137275,0.0,0.24564324935783,0.0135938897586875,-0.0110978052814768,0.0097708797357037,-0.0576204694807529,1.5837090015411377,2.4793713092803955,False,False,LEICHT_LINKS,STATIONAER,0.000358694223268259,-0.000383544018411055
35,4909.63,1,0.3033175766468048,0.3522642701621034,0.0,0.3299562356920213,0.0072028554228248,-0.0139729886215936,0.0358763309680226,-0.1133354902267456,1.6756798028945925,2.305053472518921,False,False,AUF_PFAD,STATIONAER,-0.000993699560176315,0.000847927313115812
35,4916.54,1,0.2458404898643493,0.2439887441575356,1.3877787807814457e-17,0.3693369175614143,-0.0136781262945473,0.0340490202843915,-0.0703176451400493,0.0172478538006544,1.527923583984375,1.4466227293014526,False,True,LEICHT_RECHTS,RECHTS_WEGFAHREND,0.000944783916252624,-0.000761669472289491
36,5043.63,0,0.183652639389038,0.1408746413059925,0.0,0.301124098147389,0.0516308937308575,-0.0498939876702608,-0.0718837485186557,0.1191690862178802,0.832814633846283,0.8745056986808777,True,False,LEICHT_LINKS,RECHTS_ZUKOMMEND,-0.000743307698252587,0.000726632948404761
36,5045.04,0,0.2102864682674408,0.1441677293884484,0.0,0.2785471890563558,0.0349384074708513,0.0154365119046529,-0.0391016058739138,-0.0369303971529006,0.6348555088043213,1.0636539459228516,True,False,LEICHT_LINKS,STATIONAER,0.00062281568822881,0.000378607237657019
36,5046.48,0,0.2753064334392547,0.0662215532786416,1.734723475976807e-18,0.305152155219391,0.06585105157355,0.044528526280112,-0.0220360743125587,-0.0082101207226514,0.9496824741363524,1.2494664192199707,True,False,LEICHT_LINKS,STATIONAER,-0.000867107562783908,0.000430992004746955
37,5098.83,1,0.2809184789657593,0.2123851408207727,0.0,0.2142511526680521,0.1397026183076458,-0.0006234773397529,0.0124974568607262,0.0622704438865184,1.3520134687423706,118.64031982421876,True,False,LINKS,STATIONAER,-0.000305507856458109,0.000340323942569089
37,5100.49,1,0.2476579397916793,0.2254527864589294,0.0,0.3359480952292821,0.0713566145752133,-0.0112543349758306,0.0259175958787321,-0.1000867709517479,1.2671151161193848,1.266889214515686,True,False,LEICHT_LINKS,STATIONAER,0.00071231111892415,0.000423857801144818
37,5102.9,1,0.1718602925539016,0.3511442238591858,2.775557561562892e-17,0.5193535819233399,0.1027382797057582,-0.0020313278333653,0.0276510318359572,-0.0892456546425819,1.4130291938781738,1.8737447261810305,True,False,LEICHT_LINKS,STATIONAER,-0.000608099474606987,-0.000100575735661307
38,5156.44,0,0.265612781047821,0.2452493549907378,0.0,0.2828148750336319,-0.0543965082572334,0.0198568820573991,-0.032095758200726,-0.044249165803194,1.7512085437774658,1.6017498970031738,True,False,LEICHT_RECHTS,STATIONAER,-0.000623453100467775,0.000413442849098765
38,5159.95,0,0.3118029832839966,0.250946239727347,0.0,0.2973135855951899,0.1344511628786234,0.0896160833519108,-0.2101115388536721,-0.1091234013438224,1.7863961458206177,1.7863961458206177,True,False,LINKS,RECHTS_WEGFAHREND,0.00052597248448633,-0.000145657231022706
38,5161.42,0,0.1798908114433288,0.1501839500739978,0.0,0.1838180592085481,-0.0465089145605826,-0.0203572867056965,0.0831786092669403,0.1130224391818046,1.865480899810791,2.216337203979492,True,False,LEICHT_RECHTS,LINKS_ZUKOMMEND,0.000678575513283135,-0.000540456379415573
39,5307.1,0,0.2982071936130523,0.2756836175575596,-6.938893903907228e-18,0.265173234078961,-0.0139669878167916,-0.0248475347467888,0.0113652494996831,-0.0730771124362945,2.1310348510742188,2.790687799453736,True,False,LEICHT_RECHTS,STATIONAER,-0.000718502127430157,0.000689851804159741
39,5309.77,0,0.2234445959329605,0.2002959997493669,0.0,0.2854210165394847,-0.0626120770830798,-0.0268784568857157,-0.0167880070329115,0.0414125844836235,2.2259883880615234,2.023133039474488,True,False,LEICHT_RECHTS,STATIONAER,-0.00017412987496656,-0.000108570417640454
39,5310.97,0,0.2990311086177826,0.2490645368528597,-3.469446951953614e-18,0.3090611016240944,-0.0479897225444595,-0.0180908157808973,0.0021280299482728,-0.0244123712182045,2.213548183441162,2.030385971069336,True,True,LEICHT_RECHTS,STATIONAER,-0.000239558987422642,-0.000127906466967987
40,5369.3,0,0.2732154130935669,0.1243255356076882,0.0,0.1926339855807814,-0.0430547492914636,-0.0583101557003787,0.014823434639303,-0.000744757708162,2.2750751972198486,2.640760660171509,False,False,LEICHT_RECHTS,GERADE_ZUKOMMEND,-0.000112370042297746,0.000981644954650306
