accuracy	ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	f1-score	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	precision	recall	runtime_error	start_time	time_adjust	time_taken	total_inds	total_time	
0.4932006633499171	24.448200306364793	4887.152	24.684	4719.408	3258.272	11.55215961589149	0.37459137993575026	0	0	16488	25	15946	10992	31	11	30	21	0.50774843847133	0.5016130778820149	0	1748384334.3542333	0	50.608343839645386	500	50.608343839645386	
0.4935323383084577	13.487241448835116	4626.44	24.692	4488.668	3092.758	11.501036435217406	0.37522332088142013	1	0	12703	25	12390	8469	30	11	26	20	0.5092595707461481	0.5019385987153482	0	1748384334.3542333	0	61.604902267456055	1000	112.21324610710144	
0.4961857379767827	12.326431649883707	5220.128	24.868	5101.76	3504.278	11.178165139250494	0.38414190466956655	2	0	12703	25	12390	8469	209	19	158	107	0.5184771392794586	0.5044298565331304	0	1748384334.3542333	0	89.03630566596985	1500	201.2495517730713	
0.49386401326699836	11.557717717321834	5579.052	24.998	5394.792	3702.052	10.960832335344001	0.3628931573559974	3	0	6072	25	6108	4195	2802	24	1357	925	0.5182738915407706	0.5026153915229885	0	1748384334.3542333	0	89.31972622871399	2000	290.5692780017853	
0.4955223880597015	11.567070805072074	5566.998	24.998	5376.902	3689.998	10.788046844918929	0.36617826146989274	4	0	6642	25	6930	4765	3770	24	2780	1893	0.5284280936454849	0.5042429956896552	0	1748384334.3542333	0	98.06241369247437	2500	388.63169169425964	
0.4948590381426202	11.350100696381054	5577.016	24.998	5394.476	3700.016	10.28588671375863	0.3900089336419702	5	0	7017	25	7375	5140	2863	24	1466	986	0.5102438267444521	0.5028768646467208	0	1748384334.3542333	0	100.12741327285767	3000	488.7591049671173	
0.4948590381426202	11.193422861548086	5555.192	25.0	5364.0	3678.192	10.28588671375863	0.3900089336419702	6	0	6300	25	6465	4423	4895	25	4336	3018	0.5102438267444521	0.5028768646467208	0	1748384334.3542333	0	102.7734522819519	3500	591.5325572490692	
0.4961857379767827	11.321958020503011	5571.444	25.0	5390.632	3694.444	10.197931510773465	0.38834003853638654	7	0	6647	25	6950	4770	4301	25	3519	2424	0.5163841722713153	0.5043044022565923	0	1748384334.3542333	0	93.29728579521179	4000	684.829843044281	
0.4961857379767827	10.972397077559002	5544.748	25.0	5353.884	3667.748	10.197931510773465	0.38834003853638654	8	0	6800	25	7162	4923	4402	25	3703	2525	0.5163841722713153	0.5043044022565923	0	1748384334.3542333	0	99.4420874118805	4500	784.2719304561615	
0.496849087893864	10.636601490550252	5533.462	25.0	5337.084	3656.462	10.11716908981551	0.3883166774214041	9	0	6128	25	6198	4251	4892	25	4405	3015	0.519341670446446	0.5049930802062204	0	1748384334.3542333	0	99.5745120048523	5000	883.8464424610138	
0.4975124378109453	10.5944025906819	5536.47	25.0	5341.092	3659.47	10.044703223574814	0.38870748414030004	10	0	6609	25	6892	4732	3838	25	2882	1961	0.5221571906354515	0.5056692127281948	0	1748384334.3542333	0	103.77166724205017	5500	987.618109703064	
0.49850746268656715	10.460211473639095	5553.462	25.0	5366.218	3676.462	9.975051482281282	0.3892934651555341	11	0	6401	25	6586	4524	4843	25	4312	2966	0.526476866093289	0.5066834115111563	0	1748384334.3542333	0	100.50127148628235	6000	1088.1193811893463	
0.4981757877280265	11.115374866088944	5539.342	24.998	5345.944	3662.342	9.974860011048579	0.3886806425420149	12	0	5950	25	5949	4073	2548	24	976	671	0.5253023635510023	0.5063578906778229	0	1748384334.3542333	0	101.52074360847473	6500	1189.640124797821	
0.49917081260364843	10.399660465731076	5550.526	25.0	5362.434	3673.526	9.905208269755045	0.389265430919577	13	0	6312	25	6443	4435	4926	25	4458	3049	0.529746891651865	0.5073720894607843	0	1748384334.3542333	0	88.58844113349915	7000	1278.2285659313202	
0.49917081260364843	10.176945533587329	5526.998	25.0	5328.622	3649.998	9.905208269755045	0.389265430919577	14	0	6941	25	7328	5064	4543	25	3850	2666	0.529746891651865	0.5073720894607843	0	1748384334.3542333	0	101.21434664726257	7500	1379.4429125785828	
0.49917081260364843	10.441457561551278	5527.174	25.0	5328.674	3650.174	9.905208269755045	0.389265430919577	15	0	6528	25	6825	4651	4241	25	3427	2364	0.529746891651865	0.5073720894607843	0	1748384334.3542333	0	91.24311685562134	8000	1470.686029434204	
0.49917081260364843	10.58820572666339	5526.288	25.0	5326.476	3649.288	9.905208269755045	0.389265430919577	16	0	6556	25	6855	4679	4489	25	3825	2612	0.529746891651865	0.5073720894607843	0	1748384334.3542333	0	110.04615902900696	8500	1580.732188463211	
0.5004975124378109	10.442666240718946	5536.042	24.998	5339.976	3659.042	9.771527737290112	0.3900447278233498	17	0	6914	25	7273	5037	4437	24	3758	2560	0.5358708399997104	0.508724354504733	0	1748384334.3542333	0	96.82310700416565	9000	1677.5552954673767	
0.5004975124378109	10.101478884719025	5529.566	25.0	5330.146	3652.566	9.771527737290112	0.3900447278233498	18	0	6579	25	6849	4702	4492	25	3831	2615	0.5358708399997104	0.508724354504733	0	1748384334.3542333	0	96.2309422492981	9500	1773.7862377166748	
0.5014925373134328	10.294788042174998	5483.72	25.0	5256.858	3606.72	9.701875995996579	0.3906288892155092	19	0	6575	25	6843	4698	4480	25	3815	2603	0.5406199623241519	0.5097385532876944	0	1748384334.3542333	0	106.77765345573425	10000	1880.563891172409	
0.5014925373134328	9.966882458654567	5462.938	25.0	5224.91	3585.938	9.701875995996579	0.3906288892155092	20	0	6893	25	7286	5016	4492	25	3831	2615	0.5406199623241519	0.5097385532876944	0	1748384334.3542333	0	86.08569145202637	10500	1966.6495826244354	
0.5014925373134328	10.620827493216384	5467.144	25.0	5232.412	3590.144	9.701875995996579	0.3906288892155092	21	0	6458	25	6657	4581	4477	25	3812	2600	0.5406199623241519	0.5097385532876944	0	1748384334.3542333	0	99.20102858543396	11000	2065.8506112098694	
0.5018242122719735	10.147242396950839	5470.056	25.0	5237.762	3593.056	9.676166734173524	0.39124479096652776	22	0	6951	25	7366	5074	4982	25	4507	3105	0.5417761486933419	0.5100640741210277	0	1748384334.3542333	0	102.807461977005	11500	2168.6580731868744	
0.5018242122719735	10.749117480036038	5459.286	25.0	5222.134	3582.286	9.676166734173524	0.39124479096652776	23	0	7355	25	7874	5478	4469	25	3799	2592	0.5417761486933419	0.5100640741210277	0	1748384334.3542333	0	84.30908846855164	12000	2252.967161655426	
0.5018242122719735	10.270744717815266	5443.09	25.0	5206.94	3566.09	9.676166734173524	0.39124479096652776	24	0	6431	25	6629	4554	4129	25	3272	2252	0.5417761486933419	0.5100640741210277	0	1748384334.3542333	0	106.79518723487854	12500	2359.7623488903046	
0.5018242122719735	9.886885996358313	5457.618	25.0	5230.736	3580.618	9.676166734173524	0.39124479096652776	25	0	6431	25	6629	4554	4473	25	3816	2596	0.5417761486933419	0.5100640741210277	0	1748384334.3542333	0	96.01873397827148	13000	2455.781082868576	
0.5018242122719735	10.565127883143923	5456.826	25.0	5229.366	3579.826	9.676166734173524	0.39124479096652776	26	0	6431	25	6629	4554	3891	25	2914	2014	0.5417761486933419	0.5100640741210277	0	1748384334.3542333	0	98.0062050819397	13500	2553.7872879505157	
0.4981757877280265	10.148651975655673	5471.054	25.0	5249.47	3594.054	9.674098800070844	0.3642032238250458	27	0	7044	25	7471	5167	4470	25	3812	2593	0.5576153568853641	0.5070353437711291	0	1748384334.3542333	0	85.6922013759613	14000	2639.479489326477	
0.4981757877280265	10.538173251039591	5445.544	24.998	5211.978	3568.544	9.674098800070844	0.3642032238250458	28	0	6545	25	6796	4668	4459	24	3722	2582	0.5576153568853641	0.5070353437711291	0	1748384334.3542333	0	108.37311220169067	14500	2747.8526015281677	
0.4981757877280265	10.078481784706213	5454.884	25.0	5223.356	3577.884	9.674098800070844	0.3642032238250458	29	0	6497	25	6702	4620	4840	25	4332	2963	0.5576153568853641	0.5070353437711291	0	1748384334.3542333	0	99.48102712631226	15000	2847.33362865448	
0.5008291873963516	10.295290625842416	5462.866	25.0	5233.544	3585.866	9.38383508653783	0.3842246875746806	30	0	7577	25	8189	5700	4531	25	3879	2654	0.544124882257956	0.5092380567528736	0	1748384334.3542333	0	86.4620201587677	15500	2933.7956488132477	
0.5008291873963516	10.27327438706996	5451.982	25.0	5217.896	3574.982	9.38383508653783	0.3842246875746806	31	0	6456	25	6659	4579	4514	25	3872	2637	0.544124882257956	0.5092380567528736	0	1748384334.3542333	0	98.17305302619934	16000	3031.968701839447	
0.5024875621890548	9.77869704954802	5459.378	25.0	5229.47	3582.378	9.254666123461368	0.38735915695201395	32	0	6472	25	6693	4595	4985	25	4525	3108	0.5504789405230308	0.5108656609195402	0	1748384334.3542333	0	103.73415470123291	16500	3135.70285654068	
0.5024875621890548	9.737930224317815	5467.49	25.0	5241.382	3590.49	9.254666123461368	0.38735915695201395	33	0	6746	25	7052	4869	4460	25	3796	2583	0.5504789405230308	0.5108656609195402	0	1748384334.3542333	0	85.13271832466125	17000	3220.835574865341	
0.5024875621890548	9.705643022661302	5493.304	25.0	5281.056	3616.304	9.254666123461368	0.38735915695201395	34	0	6460	25	6665	4583	4969	25	4504	3092	0.5504789405230308	0.5108656609195402	0	1748384334.3542333	0	97.02342486381531	17500	3317.8589997291565	
0.5024875621890548	10.034979791965057	5496.74	25.0	5286.666	3619.74	9.254666123461368	0.38735915695201395	35	0	6591	25	6836	4714	4753	25	4190	2876	0.5504789405230308	0.5108656609195402	0	1748384334.3542333	0	98.56936740875244	18000	3416.428367137909	
0.5028192371475954	9.493468465636619	5486.908	25.0	5272.988	3609.908	9.204491700224615	0.3871157594968895	36	0	6155	25	6240	4278	4738	25	4166	2861	0.5529768760889362	0.5112162726081813	0	1748384334.3542333	0	104.88868880271912	18500	3521.317055940628	
0.5028192371475954	9.821437027163766	5490.082	25.0	5277.82	3613.082	9.204491700224615	0.3871157594968895	37	0	6078	25	6155	4201	4739	25	4179	2862	0.5529768760889362	0.5112162726081813	0	1748384334.3542333	0	98.75173902511597	19000	3620.068794965744	
0.5028192371475954	9.61514546917185	5476.836	25.0	5257.558	3599.836	9.204491700224615	0.3871157594968895	38	0	6168	25	6277	4291	4764	25	4210	2887	0.5529768760889362	0.5112162726081813	0	1748384334.3542333	0	86.67225003242493	19500	3706.741044998169	
0.5031509121061359	9.578588871001962	5460.796	25.0	5233.688	3583.796	9.178571736160203	0.3877420715697874	39	0	6039	25	6099	4162	5054	25	4622	3177	0.5542127571591027	0.5115417934415145	0	1748384334.3542333	0	99.88667798042297	20000	3806.627722978592	
0.5034825870646766	9.96833190827536	5457.456	25.0	5229.036	3580.456	9.140196377009302	0.388800784986138	40	0	6101	25	6191	4224	4266	25	3500	2389	0.5547749895254095	0.511854768847194	0	1748384334.3542333	0	101.63009214401245	20500	3908.2578151226044	
0.5034825870646766	9.776645625777507	5479.948	25.0	5261.978	3602.948	9.140196377009302	0.388800784986138	41	0	7362	25	7977	5485	4830	25	4324	2953	0.5547749895254095	0.511854768847194	0	1748384334.3542333	0	96.92955303192139	21000	4005.1873681545258	
0.5034825870646766	9.5265306802975	5454.066	25.0	5224.384	3577.066	9.140196377009302	0.388800784986138	42	0	6794	25	7217	4917	4695	25	4123	2818	0.5547749895254095	0.511854768847194	0	1748384334.3542333	0	99.13645434379578	21500	4104.3238224983215	
