accuracy	ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	f1-score	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	precision	recall	runtime_error	start_time	time_adjust	time_taken	total_inds	total_time	
0.5429519071310116	59728896.423929565	542.02	16.917333333333332	507.89933333333335	361.73066666666665	2.718249995198416	0.4614323847568203	0	0	1558	17	1450	1039	27	11	24	18	0.6384057498968579	0.550503930020284	0	1748560689.4057007	0	0.00131988525390625	1500	27.190478324890137	
0.5429519071310116	6229996.167736403	526.264	16.761333333333333	496.3206666666667	355.58933333333334	2.718249995198416	0.4614323847568203	1	0	1491	17	1406	994	27	11	24	18	0.6384057498968579	0.550503930020284	0	1748560689.4057007	0	0.0015597343444824219	3000	71.9754900932312	
0.5429519071310116	4728633.4899523435	596.8326666666667	16.519333333333332	597.4966666666667	430.588	2.718249995198416	0.4614323847568203	2	0	1262	17	1159	841	29	10	23	17	0.6384057498968579	0.550503930020284	0	1748560689.4057007	0	0.0011281967163085938	4500	125.15345549583435	
0.5429519071310116	5181167.454751214	605.054	16.151333333333334	664.278	480.224	2.718249995198416	0.4614323847568203	3	0	866	17	927	663	187	15	113	84	0.6384057498968579	0.550503930020284	0	1748560689.4057007	0	0.0012357234954833984	6000	182.37520122528076	
0.5429519071310116	5731747.196960298	627.4053333333334	16.276	689.7186666666666	497.818	2.718249995198416	0.4614323847568203	4	0	875	17	873	624	241	15	190	138	0.6384057498968579	0.550503930020284	0	1748560689.4057007	0	0.0012216567993164062	7500	242.4282581806183	
0.5429519071310116	4951581.348536939	643.6793333333334	16.345333333333333	695.0033333333333	501.45533333333333	2.718249995198416	0.4614323847568203	5	0	978	17	946	678	364	16	138	96	0.6384057498968579	0.550503930020284	0	1748560689.4057007	0	0.001199960708618164	9000	302.0311508178711	
0.5429519071310116	4555892.626740104	652.682	16.281333333333333	693.378	500.32933333333335	2.718249995198416	0.4614323847568203	6	0	874	17	852	609	169	16	93	66	0.6384057498968579	0.550503930020284	0	1748560689.4057007	0	0.0012204647064208984	10500	358.2243683338165	
0.5429519071310116	4427998.982205768	654.3166666666667	16.272	695.1893333333334	501.722	2.718249995198416	0.4614323847568203	7	0	898	17	887	639	165	16	85	62	0.6384057498968579	0.550503930020284	0	1748560689.4057007	0	0.0012717247009277344	12000	422.06648302078247	
0.5429519071310116	5036224.447716498	666.1326666666666	16.228666666666665	695.4033333333333	501.90133333333335	2.718249995198416	0.4614323847568203	8	0	910	17	862	610	195	16	132	92	0.6384057498968579	0.550503930020284	0	1748560689.4057007	0	0.0011773109436035156	13500	478.07550835609436	
0.5429519071310116	5216655.850805551	667.6553333333334	16.240666666666666	696.3433333333334	502.6073333333333	2.718249995198416	0.4614323847568203	9	0	868	17	942	668	311	16	116	81	0.6384057498968579	0.550503930020284	0	1748560689.4057007	0	0.0012257099151611328	15000	539.1724998950958	
