accuracy	ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	f1-score	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	precision	recall	runtime_error	start_time	time_adjust	time_taken	total_inds	total_time	
0.490547263681592	49119812.07878295	283.646	14.976	262.686	189.262	12.060640924842797	0.32910547396528705	0	0	922	15	862	615	31	12	28	21	0.245273631840796	0.5	0	1748480384.487661	0	0.0004942417144775391	500	9.133280515670776	
0.4888888888888889	4256132.9469920695	285.69	14.922	262.28	189.832	10.825087442919983	0.35687403113034694	1	0	734	15	683	490	32	11	27	21	0.4835969090587511	0.49763221560175797	0	1748480384.487661	0	0.0004246234893798828	1000	22.509376525878906	
0.49087893864013266	3921803.492685504	287.708	14.928	266.452	192.54	10.58293650992474	0.34939239229008845	2	0	739	15	688	495	30	11	25	19	0.49866598996116707	0.49987388543779576	0	1748480384.487661	0	0.00045680999755859375	1500	36.76671552658081	
0.49087893864013266	3533942.7059391127	225.744	14.898	209.278	151.786	10.58293650992474	0.34939239229008845	3	0	733	15	681	489	36	12	31	22	0.49866598996116707	0.49987388543779576	0	1748480384.487661	0	0.0003981590270996094	2000	50.87423896789551	
0.49154228855721394	6606977.203005964	123.298	14.852	112.86	82.994	10.56719912391397	0.3553009675098954	4	0	402	15	416	299	62	14	39	30	0.5034443929257468	0.500412018255578	0	1748480384.487661	0	0.00038933753967285156	2500	64.45184397697449	
0.49154228855721394	4881604.4690695135	109.986	14.848	101.336	75.236	10.56719912391397	0.3553009675098954	5	0	317	15	357	260	53	14	27	21	0.5034443929257468	0.500412018255578	0	1748480384.487661	0	0.00042128562927246094	3000	77.69019532203674	
0.49154228855721394	6989265.897975038	111.694	14.876	100.234	74.456	10.56719912391397	0.3553009675098954	6	0	268	15	329	236	62	14	39	30	0.5034443929257468	0.500412018255578	0	1748480384.487661	0	0.00035953521728515625	3500	90.64728856086731	
0.4912106135986733	4373743.680931394	110.982	14.91	99.648	73.752	10.5515640704786	0.35007307270734384	7	0	275	15	335	243	62	14	39	30	0.5020814762399257	0.5001994062711291	0	1748480384.487661	0	0.00037789344787597656	4000	103.84150648117065	
0.49154228855721394	4546081.668071369	113.778	14.878	107.83	79.37	10.299511930361316	0.3450248832713194	8	0	238	15	289	206	66	14	46	34	0.509593212133566	0.5006629268086545	0	1748480384.487661	0	0.0003681182861328125	4500	117.12780809402466	
0.49154228855721394	5430858.131186109	127.65	14.888	127.112	93.986	10.299511930361316	0.3450248832713194	9	0	300	15	369	268	53	11	30	21	0.509593212133566	0.5006629268086545	0	1748480384.487661	0	0.00036334991455078125	5000	130.45570397377014	
0.49154228855721394	3125385.042534265	137.098	14.894	134.232	99.458	10.299511930361316	0.3450248832713194	10	0	274	15	336	242	62	14	39	30	0.509593212133566	0.5006629268086545	0	1748480384.487661	0	0.0003800392150878906	5500	144.0130581855774	
0.4925373134328358	5503891.826260564	123.784	14.882	112.05	82.948	10.237018513086424	0.34762262225455465	11	0	282	15	339	250	62	13	39	30	0.5215502664629809	0.5016269438810007	0	1748480384.487661	0	0.0003604888916015625	6000	157.15337562561035	
0.4925373134328358	4278817.512839043	119.084	14.87	106.47	79.094	10.237018513086424	0.34762262225455465	12	0	310	15	319	231	62	14	39	30	0.5215502664629809	0.5016269438810007	0	1748480384.487661	0	0.0005390644073486328	6500	170.41848373413086	
0.494195688225539	3084787.5733746244	113.694	14.838	107.598	80.096	10.058916677883015	0.3621009397959805	13	0	348	15	448	316	62	14	39	30	0.5217463266014475	0.5029785486392833	0	1748480384.487661	0	0.00036072731018066406	7000	183.8246991634369	
0.49519071310116086	4375136.250470512	116.81	14.868	113.99	84.81	9.686328005909326	0.37208128078817737	14	0	365	15	464	333	74	14	57	42	0.5205612156043191	0.5037418388691683	0	1748480384.487661	0	0.0003604888916015625	7500	197.18495178222656	
0.49519071310116086	3708867.3455040776	112.51	14.898	107.68	80.51	9.686328005909326	0.37208128078817737	15	0	227	15	269	195	53	14	27	21	0.5205612156043191	0.5037418388691683	0	1748480384.487661	0	0.0003764629364013672	8000	210.59453463554382	
0.4955223880597015	4850161.22658832	110.418	14.914	104.582	78.418	9.612048419079377	0.37134328358208957	16	0	238	15	280	206	62	14	39	30	0.5233275132328074	0.5041049959854631	0	1748480384.487661	0	0.000362396240234375	8500	223.7099118232727	
0.4932006633499171	5623891.6912981775	109.51	14.864	103.186	77.51	9.195231410638609	0.3625404732254048	17	0	248	15	302	216	62	14	39	30	0.5133211778152724	0.5019392590010142	0	1748480384.487661	0	0.00039458274841308594	9000	236.96610260009766	
0.49386401326699836	4714638.008891572	107.55	14.81	100.372	75.55	9.177305984022606	0.3776202529727764	18	0	265	15	324	233	62	14	39	30	0.5100657641935381	0.5022139378380663	0	1748480384.487661	0	0.0003783702850341797	9500	250.238205909729	
0.4945273631840796	3498518.902673235	106.95	14.688	99.584	74.95	9.13294304662676	0.36372815977099604	19	0	219	15	256	187	53	14	27	21	0.5229104128733822	0.503278978617309	0	1748480384.487661	0	0.0003802776336669922	10000	263.5764739513397	
0.49386401326699836	4491553.4605775	104.906	14.594	96.808	72.906	9.129042233993758	0.36385509984436826	20	0	219	15	263	187	53	14	27	21	0.5174986023718048	0.5025903006676808	0	1748480384.487661	0	0.00038695335388183594	10500	276.73269271850586	
0.49651741293532337	5568767.142943566	113.784	14.728	109.136	81.784	9.090818947464673	0.3786843682869561	21	0	357	15	451	325	53	11	27	21	0.5236861803126863	0.5049310133536173	0	1748480384.487661	0	0.0003421306610107422	11000	289.88222193717957	
0.49651741293532337	4826677.372224089	110.99	14.784	105.176	78.99	9.090818947464673	0.3786843682869561	22	0	267	15	326	235	53	11	27	21	0.5236861803126863	0.5049310133536173	0	1748480384.487661	0	0.0003752708435058594	11500	303.09069085121155	
